course_id,course_name,original_course_name,teacher,credits,course_type,course_category,domain,campus,time_slot,location,capacity,current_enrolled,current_enrollment_ratio,popularity_level,rush_advice,grade_limit,major_limit,prerequisite,description,assessment,difficulty,workload,grade_friendly,attendance_required,has_exam,group_work_required,suitable_for,tags,data_source,source_visible_fields,inference_note,screenshot_note,history_2025_limit,history_2025_enrolled,history_2024_limit,history_2024_enrolled,history_2023_limit,history_2023_enrolled,avg_history_enrollment_ratio
GXK2026251,公益创业与社会创新导论,公益创业与社会创新导论,唐琪宁,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周六第1-2节,艺术楼102,40,25,0.625,正常,选上概率相对稳定,无限制,无限制,无,公益创业与社会创新导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,30,18,30,19,40,25,0.6194
GXK2026252,科学实验设计导论,科学实验设计导论,董卓伟,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周一第9-10节,教学楼A203,100,26,0.26,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,科学实验设计导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,105,26,100,28,100,25,0.2592
GXK2026253,消费者行为心理学导论,消费者行为心理学导论,何青娜,1.5,公共选修课,人文与社会科学类,心理成长,西校区,周二第5-6节,教学楼B305,120,79,0.6583,正常,选上概率相对稳定,无限制,无限制,无,消费者行为心理学导论围绕大学生心理、亲密关系和自我成长展开，适合关注情绪管理、人际关系与个人发展的学生。,平时参与40%;课程小论文40%;课堂互动20%;无闭卷考试,低,低,高,偶尔,否,否,适合对心理成长感兴趣、希望通过公共选修课拓展知识面的学生。,心理;成长;无闭卷考试;给分友好;讨论;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,130,80,120,81,130,84,0.6455
GXK2026254,科学传播与公众理解导论,科学传播与公众理解导论,韩宁欣,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周三第9-10节,综合楼C101,60,37,0.6167,正常,选上概率相对稳定,无限制,无限制,无,科学传播与公众理解导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,70,40,60,38,55,33,0.6016
GXK2026255,互联网商业模式赏析导论,互联网商业模式赏析导论,李雅怡,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周四第7-8节,人文楼204,155,40,0.2581,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,互联网商业模式赏析导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,160,40,150,42,145,36,0.2594
GXK2026256,天文学与宇宙探索导论,天文学与宇宙探索导论,张伟芳,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周五第3-4节,理科楼308,80,79,0.9875,热门,建议第一轮优先选择,无限制,无限制,无,天文学与宇宙探索导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,70,66,70,71,70,68,0.9762
GXK2026257,个人理财基础导论,个人理财基础导论,赵睿源,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,西校区,周六第1-2节,艺术楼102,30,26,0.8667,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,个人理财基础导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,35,29,20,18,20,17,0.8595
GXK2026258,宏观经济与日常决策导论,宏观经济与日常决策导论,董静伟,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周一第9-10节,教学楼A203,40,25,0.625,正常,选上概率相对稳定,无限制,无限制,无,宏观经济与日常决策导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,50,29,40,26,30,18,0.61
GXK2026259,环境监测技术导论,环境监测技术导论,胡磊航,1.5,公共选修课,自然科学与工程技术类,自然环境,西校区,周二第5-6节,教学楼B305,60,59,0.9833,热门,建议第一轮优先选择,无限制,无限制,无,环境监测技术导论关注自然科学、生态环境与现实生活之间的联系，适合希望拓展科学素养的学生。,平时作业30%;案例分析40%;期末报告30%,中,中,中,偶尔,否,否,适合对自然环境感兴趣、希望通过公共选修课拓展知识面的学生。,自然科学;环境;案例分析;报告;自然科学与工程技术类;公共选修课,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,70,66,60,60,65,63,0.9707
GXK2026260,演讲表达与舞台呈现导论,演讲表达与舞台呈现导论,刘然泽,1.5,公共选修课,人文与社会科学类,社会实务,主校区,周三第9-10节,综合楼C101,150,122,0.8133,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,演讲表达与舞台呈现导论面向社会生活、法律金融或表达沟通场景，强调知识理解与实际案例分析。,课堂参与30%;案例分析30%;期末论文或展示40%,中,中,中,偶尔,否,否,适合对社会实务感兴趣、希望通过公共选修课拓展知识面的学生。,社会科学;案例分析;展示;实用;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,140,108,155,129,145,116,0.8012
GXK2026261,健康大数据与公共卫生导论,健康大数据与公共卫生导论,徐宁卓,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周四第7-8节,人文楼204,100,53,0.53,正常,选上概率相对稳定,无限制,无限制,无,健康大数据与公共卫生导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,90,44,100,55,110,57,0.519
GXK2026262,中国传统节日文化赏析,中国传统节日文化赏析,萧楠强,1.5,公共选修课,人文与社会科学类,人文艺术,西校区,周五第3-4节,理科楼308,50,51,1.02,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,中国传统节日文化赏析以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,偶尔,否,否,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,50,49,50,52,60,61,1.0122
GXK2026263,人工智能通识赏析,人工智能通识赏析,张琪雪,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周六第1-2节,艺术楼102,155,159,1.0258,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,人工智能通识赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,165,163,145,152,165,168,1.0181
GXK2026264,唐诗宋词与现代生活赏析,唐诗宋词与现代生活赏析,唐然源,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周一第9-10节,教学楼A203,155,128,0.8258,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,唐诗宋词与现代生活赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,150,118,160,135,160,131,0.8164
GXK2026265,机器学习入门赏析,机器学习入门赏析,宋华,1.5,公共选修课,自然科学与工程技术类,工程技术,南校区,周二第5-6节,教学楼B305,170,46,0.2706,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,机器学习入门赏析介绍工程技术、产业发展或管理决策中的基础概念，适合对科技应用和产业趋势感兴趣的学生。,平时作业30%;案例作业30%;期末报告40%,中高,中高,中,偶尔,否,否,适合对工程技术感兴趣、希望通过公共选修课拓展知识面的学生。,工程技术;产业;案例;报告;自然科学与工程技术类;公共选修课,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,160,40,180,52,165,43,0.2665
GXK2026266,中国古代礼仪文明赏析,中国古代礼仪文明赏析,王磊源,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周三第9-10节,综合楼C101,100,98,0.98,热门,建议第一轮优先选择,无限制,无限制,无,中国古代礼仪文明赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,90,85,105,105,100,97,0.9715
GXK2026267,Python数据分析基础赏析,Python数据分析基础赏析,郑睿青,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周四第7-8节,人文楼204,30,20,0.6667,正常,选上概率相对稳定,无限制,无限制,无,Python数据分析基础赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,20,13,40,27,30,20,0.6639
GXK2026268,世界文明交流史赏析,世界文明交流史赏析,郑涵青,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周五第3-4节,理科楼308,50,49,0.98,热门,建议第一轮优先选择,无限制,无限制,无,世界文明交流史赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,45,42,40,40,60,58,0.9667
GXK2026269,大数据与社会治理赏析,大数据与社会治理赏析,韩越琪,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周六第1-2节,艺术楼102,60,57,0.95,热门,建议第一轮优先选择,无限制,无限制,无,大数据与社会治理赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,50,45,65,63,70,66,0.9374
GXK2026270,敦煌艺术导论赏析,敦煌艺术导论赏析,杨雅博,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周一第9-10节,教学楼A203,200,89,0.445,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,敦煌艺术导论赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,210,85,190,88,190,83,0.4349
GXK2026271,区块链技术与应用赏析,区块链技术与应用赏析,冯睿琪,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周二第5-6节,教学楼B305,80,77,0.9625,热门,建议第一轮优先选择,无限制,无限制,无,区块链技术与应用赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,85,78,85,84,90,86,0.9538
GXK2026272,非遗文化保护与传播赏析,非遗文化保护与传播赏析,郭伟睿,1.5,公共选修课,人文与社会科学类,人文艺术,西校区,周三第9-10节,综合楼C101,100,59,0.59,正常,选上概率相对稳定,无限制,无限制,无,非遗文化保护与传播赏析以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,偶尔,否,否,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,110,60,95,58,100,58,0.5787
GXK2026273,云计算与数字生活赏析,云计算与数字生活赏析,何欣宁,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周四第7-8节,人文楼204,70,72,1.0286,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,云计算与数字生活赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,80,79,60,63,65,66,1.0176
GXK2026274,现代小说与社会观察赏析,现代小说与社会观察赏析,张然晨,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周五第3-4节,理科楼308,170,45,0.2647,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,现代小说与社会观察赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,160,40,180,51,175,45,0.2635
GXK2026275,网络安全与个人信息保护赏析,网络安全与个人信息保护赏析,黄佳娜,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周六第1-2节,艺术楼102,50,30,0.6,正常,选上概率相对稳定,无限制,无限制,无,网络安全与个人信息保护赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,50,28,40,25,40,24,0.595
GXK2026276,网络文学与青年文化赏析,网络文学与青年文化赏析,孙伟宁,1.5,公共选修课,人文与社会科学类,人文艺术,西校区,周一第9-10节,教学楼A203,100,100,1.0,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,网络文学与青年文化赏析以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,偶尔,否,否,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,95,91,110,112,90,89,0.9883
GXK2026277,物联网技术概论赏析,物联网技术概论赏析,谢卓睿,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周二第5-6节,教学楼B305,100,73,0.73,正常,选上概率相对稳定,无限制,无限制,无,物联网技术概论赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,95,66,95,71,90,65,0.7214
GXK2026278,新媒体写作赏析,新媒体写作赏析,杨越琪,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周三第9-10节,综合楼C101,80,81,1.0125,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,新媒体写作赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,90,88,80,83,85,85,1.0051
GXK2026279,智能制造导论赏析,智能制造导论赏析,徐泽强,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周四第7-8节,人文楼204,80,28,0.35,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,智能制造导论赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,80,25,85,31,75,25,0.3368
GXK2026280,短视频文化研究赏析,短视频文化研究赏析,吴卓怡,1.5,公共选修课,人文与社会科学类,人文艺术,东校区,周五第3-4节,理科楼308,160,163,1.0188,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,短视频文化研究赏析以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,偶尔,否,否,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,155,152,150,156,160,161,1.009
GXK2026281,新能源技术与低碳生活赏析,新能源技术与低碳生活赏析,周娜涵,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周六第1-2节,艺术楼102,170,170,1.0,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,新能源技术与低碳生活赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,160,154,170,173,165,163,0.9893
GXK2026282,公共关系与沟通技巧赏析,公共关系与沟通技巧赏析,陈航宇,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周一第9-10节,教学楼A203,40,17,0.425,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,公共关系与沟通技巧赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,50,19,40,18,30,12,0.41
GXK2026283,光伏技术与能源转型赏析,光伏技术与能源转型赏析,陈静雅,1.5,公共选修课,自然科学与工程技术类,工程技术,南校区,周二第5-6节,教学楼B305,150,64,0.4267,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,光伏技术与能源转型赏析介绍工程技术、产业发展或管理决策中的基础概念，适合对科技应用和产业趋势感兴趣的学生。,平时作业30%;案例作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对工程技术感兴趣、希望通过公共选修课拓展知识面的学生。,工程技术;产业;案例;报告;自然科学与工程技术类;公共选修课,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,155,60,145,65,145,60,0.4164
GXK2026284,大学生领导力训练赏析,大学生领导力训练赏析,于泽敏,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周三第9-10节,综合楼C101,120,122,1.0167,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,大学生领导力训练赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,115,112,125,130,125,126,1.0073
GXK2026285,新能源汽车产业观察赏析,新能源汽车产业观察赏析,朱航然,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周四第7-8节,人文楼204,70,45,0.6429,正常,选上概率相对稳定,无限制,无限制,无,新能源汽车产业观察赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,65,39,80,53,60,38,0.6319
GXK2026286,谈判心理学赏析,谈判心理学赏析,林强然,1.5,公共选修课,人文与社会科学类,心理成长,主校区,周五第3-4节,理科楼308,70,63,0.9,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,谈判心理学赏析围绕大学生心理、亲密关系和自我成长展开，适合关注情绪管理、人际关系与个人发展的学生。,平时参与40%;课程小论文40%;课堂互动20%;无闭卷考试,低,低,高,偶尔,否,否,适合对心理成长感兴趣、希望通过公共选修课拓展知识面的学生。,心理;成长;无闭卷考试;给分友好;讨论;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,60,52,60,55,65,58,0.8919
GXK2026287,材料科学与现代生活赏析,材料科学与现代生活赏析,于伟洋,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周六第1-2节,艺术楼102,160,145,0.9062,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,材料科学与现代生活赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,165,143,165,153,170,152,0.896
